vpn_code,id,data
4513,4513,"{""id"" : 4513, ""vpn_code"" : ""4513"", ""name"" : ""Kariban France"", ""vpn_id_sip"" : ""4513"", ""customer_reference"" : ""679780"", ""forced_onnet"" : false, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""zzz4513"", ""customer_index_for_billing"" : ""4513"", ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
10000275,10000275,"{""id"" : 10000275, ""vpn_code"" : ""10000275"", ""name"" : ""LIVRE CHRETIEN"", ""vpn_id_sip"" : ""10000275"", ""customer_reference"" : ""CD02WA1S95"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02WA1S95"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000277,10000277,"{""id"" : 10000277, ""vpn_code"" : ""10000277"", ""name"" : ""LAPANIERE ( panification aix )"", ""vpn_id_sip"" : ""10000277"", ""customer_reference"" : ""CD02VWHRE0"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02VWHRE0"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
3949,3949,"{""id"" : 3949, ""vpn_code"" : ""3949"", ""name"" : ""SDIS 48"", ""vpn_id_sip"" : ""3949"", ""customer_reference"" : ""674306"", ""forced_onnet"" : true, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD00L2Q9FD"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
5220,5220,"{""id"" : 5220, ""vpn_code"" : ""5220"", ""name"" : ""QUALISUD (Transpac)"", ""vpn_id_sip"" : ""5220"", ""customer_reference"" : ""677199"", ""forced_onnet"" : true, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD012DTRB3"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
10000278,10000278,"{""id"" : 10000278, ""vpn_code"" : ""10000278"", ""name"" : ""FONTANONBVPN"", ""vpn_id_sip"" : ""10000278"", ""customer_reference"" : ""CD02U8N9E9"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02U8N9E9"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
3633,3633,"{""id"" : 3633, ""vpn_code"" : ""3633"", ""name"" : ""JAPAN AIRLINES"", ""vpn_id_sip"" : ""3633"", ""customer_reference"" : ""594"", ""forced_onnet"" : false, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""zzz3633"", ""customer_index_for_billing"" : ""3633"", ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
3851,3851,"{""id"" : 3851, ""vpn_code"" : ""3851"", ""name"" : ""COREL CORPORAT."", ""vpn_id_sip"" : ""3851"", ""customer_reference"" : ""unknown"", ""forced_onnet"" : false, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""zzz3851"", ""customer_index_for_billing"" : ""3851"", ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""CLOSED""}"
10000283,10000283,"{""id"" : 10000283, ""vpn_code"" : ""10000283"", ""name"" : ""BVPNGDIDIER"", ""vpn_id_sip"" : ""10000283"", ""customer_reference"" : ""CD02UUF38E"", ""forced_onnet"" : true, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02UUF38E"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000286,10000286,"{""id"" : 10000286, ""vpn_code"" : ""10000286"", ""name"" : ""GRAPPIN"", ""vpn_id_sip"" : ""10000286"", ""customer_reference"" : ""CD02UFM2E6"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02UFM2E6"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000287,10000287,"{""id"" : 10000287, ""vpn_code"" : ""10000287"", ""name"" : ""AAD DISTRIBUTION"", ""vpn_id_sip"" : ""10000287"", ""customer_reference"" : ""CD02X4D4CF"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02X4D4CF"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000285,10000285,"{""id"" : 10000285, ""vpn_code"" : ""10000285"", ""name"" : ""CMA79"", ""vpn_id_sip"" : ""10000285"", ""customer_reference"" : ""CD02UE3X86"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02UE3X86"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
3294,3294,"{""id"" : 3294, ""vpn_code"" : ""3294"", ""name"" : ""Mutuelles Familiales Corse (MFC) (Transpac)"", ""vpn_id_sip"" : ""3294"", ""customer_reference"" : ""672422"", ""forced_onnet"" : true, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD00KV13AF"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
4518,4518,"{""id"" : 4518, ""vpn_code"" : ""4518"", ""name"" : ""Planfor SAS"", ""vpn_id_sip"" : ""4518"", ""customer_reference"" : ""679800"", ""forced_onnet"" : true, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""zzz4518"", ""customer_index_for_billing"" : ""4518"", ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
4517,4517,"{""id"" : 4517, ""vpn_code"" : ""4517"", ""name"" : ""Constructel (Constructions et Telco)"", ""vpn_id_sip"" : ""4517"", ""customer_reference"" : ""679799"", ""forced_onnet"" : true, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""zzz4517"", ""customer_index_for_billing"" : ""4517"", ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
3897,3897,"{""id"" : 3897, ""vpn_code"" : ""3897"", ""name"" : ""F.E.A."", ""vpn_id_sip"" : ""3897"", ""customer_reference"" : ""38839"", ""forced_onnet"" : true, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD00H62L90"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
10000288,10000288,"{""id"" : 10000288, ""vpn_code"" : ""10000288"", ""name"" : ""CERP-BN"", ""vpn_id_sip"" : ""10000288"", ""customer_reference"" : ""CD02U7Y4C6"", ""forced_onnet"" : false, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02U7Y4C6"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
4806,4806,"{""id"" : 4806, ""vpn_code"" : ""4806"", ""name"" : ""Single Buoy Moorings Inc (SBM)"", ""vpn_id_sip"" : ""4806"", ""customer_reference"" : ""673996"", ""forced_onnet"" : true, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""zzz4806"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
10000291,10000291,"{""id"" : 10000291, ""vpn_code"" : ""10000291"", ""name"" : ""CONSERVATOIRE DU LITTORAL"", ""vpn_id_sip"" : ""10000291"", ""customer_reference"" : ""CD02V0WGA4"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02V0WGA4"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000293,10000293,"{""id"" : 10000293, ""vpn_code"" : ""10000293"", ""name"" : ""MISSION LOCALE"", ""vpn_id_sip"" : ""10000293"", ""customer_reference"" : ""CD02H6VUA2"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02H6VUA2"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000294,10000294,"{""id"" : 10000294, ""vpn_code"" : ""10000294"", ""name"" : ""PRESSEMANCHE"", ""vpn_id_sip"" : ""10000294"", ""customer_reference"" : ""CD02W95H9E"", ""forced_onnet"" : false, ""private_prefix_length"" : 1, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02W95H9E"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000295,10000295,"{""id"" : 10000295, ""vpn_code"" : ""10000295"", ""name"" : ""SOCOFIDEC (Associes Experts Comptables)"", ""vpn_id_sip"" : ""10000295"", ""customer_reference"" : ""CD02WZUKD7"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02WZUKD7"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000296,10000296,"{""id"" : 10000296, ""vpn_code"" : ""10000296"", ""name"" : ""SARETEC"", ""vpn_id_sip"" : ""10000296"", ""customer_reference"" : ""CD02V3CTBD"", ""forced_onnet"" : false, ""private_prefix_length"" : 4, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02V3CTBD"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
4064,4064,"{""id"" : 4064, ""vpn_code"" : ""4064"", ""name"" : ""ATER"", ""vpn_id_sip"" : ""4064"", ""customer_reference"" : ""675466"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD00LMZ6F3"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
10000298,10000298,"{""id"" : 10000298, ""vpn_code"" : ""10000298"", ""name"" : ""STOKER"", ""vpn_id_sip"" : ""10000298"", ""customer_reference"" : ""CD02XEFY84"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02XEFY84"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
5820,5820,"{""id"" : 5820, ""vpn_code"" : ""5820"", ""name"" : ""NICOLAS"", ""vpn_id_sip"" : ""5820"", ""customer_reference"" : ""36423"", ""forced_onnet"" : false, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02Q9J3E5"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
10000297,10000297,"{""id"" : 10000297, ""vpn_code"" : ""10000297"", ""name"" : ""PROMENS"", ""vpn_id_sip"" : ""10000297"", ""customer_reference"" : ""CD02WW6FF7"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02WW6FF7"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
5825,5825,"{""id"" : 5825, ""vpn_code"" : ""5825"", ""name"" : ""elecdif"", ""vpn_id_sip"" : ""5825"", ""customer_reference"" : ""36423"", ""forced_onnet"" : true, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02Y3PBAB"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
10000304,10000304,"{""id"" : 10000304, ""vpn_code"" : ""10000304"", ""name"" : ""BCI"", ""vpn_id_sip"" : ""10000304"", ""customer_reference"" : ""CD02Y1HZBC"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02Y1HZBC"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000305,10000305,"{""id"" : 10000305, ""vpn_code"" : ""10000305"", ""name"" : ""SOFOP"", ""vpn_id_sip"" : ""10000305"", ""customer_reference"" : ""CD02XNESB7"", ""forced_onnet"" : false, ""private_prefix_length"" : 1, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02XNESB7"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000307,10000307,"{""id"" : 10000307, ""vpn_code"" : ""10000307"", ""name"" : ""GATARD"", ""vpn_id_sip"" : ""10000307"", ""customer_reference"" : ""CD02W6P6C2"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02W6P6C2"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
4009,4009,"{""id"" : 4009, ""vpn_code"" : ""4009"", ""name"" : ""DBR (Transpac)"", ""vpn_id_sip"" : ""4009"", ""customer_reference"" : ""675247"", ""forced_onnet"" : true, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD00KNBU99"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
10000308,10000308,"{""id"" : 10000308, ""vpn_code"" : ""10000308"", ""name"" : ""PAUL BOYE"", ""vpn_id_sip"" : ""10000308"", ""customer_reference"" : ""CD02YP2CE0"", ""forced_onnet"" : false, ""private_prefix_length"" : 1, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02YP2CE0"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
3656,3656,"{""id"" : 3656, ""vpn_code"" : ""3656"", ""name"" : ""RENAULT ECC"", ""vpn_id_sip"" : ""3656"", ""customer_reference"" : ""679339"", ""forced_onnet"" : false, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""zzz3656"", ""customer_index_for_billing"" : ""3656"", ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
4523,4523,"{""id"" : 4523, ""vpn_code"" : ""4523"", ""name"" : ""Nike Retail B.V"", ""vpn_id_sip"" : ""4523"", ""customer_reference"" : ""679919"", ""forced_onnet"" : true, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""zzz4523"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
10000310,10000310,"{""id"" : 10000310, ""vpn_code"" : ""10000310"", ""name"" : ""AIMT35"", ""vpn_id_sip"" : ""10000310"", ""customer_reference"" : ""CD02XJBPAF"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02XJBPAF"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000311,10000311,"{""id"" : 10000311, ""vpn_code"" : ""10000311"", ""name"" : ""DELMOTTE"", ""vpn_id_sip"" : ""10000311"", ""customer_reference"" : ""CD02XMUQBF"", ""forced_onnet"" : true, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02XMUQBF"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000312,10000312,"{""id"" : 10000312, ""vpn_code"" : ""10000312"", ""name"" : ""STAUBLI_TPC"", ""vpn_id_sip"" : ""10000312"", ""customer_reference"" : ""CD02XZFZC6"", ""forced_onnet"" : true, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02XZFZC6"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000319,10000319,"{""id"" : 10000319, ""vpn_code"" : ""10000319"", ""name"" : ""DUBOULOZ"", ""vpn_id_sip"" : ""10000319"", ""customer_reference"" : ""CD02Z2WWBB"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02Z2WWBB"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000316,10000316,"{""id"" : 10000316, ""vpn_code"" : ""10000316"", ""name"" : ""COULLARE"", ""vpn_id_sip"" : ""10000316"", ""customer_reference"" : ""CD02X7C3C2"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02X7C3C2"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000326,10000326,"{""id"" : 10000326, ""vpn_code"" : ""10000326"", ""name"" : ""QUALIAC"", ""vpn_id_sip"" : ""10000326"", ""customer_reference"" : ""CD02XFPN99"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02XFPN99"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000562,10000562,"{""id"" : 10000562, ""vpn_code"" : ""10000562"", ""name"" : ""SENSTRONIC"", ""vpn_id_sip"" : ""10000562"", ""customer_reference"" : ""CD03L7VQB7"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD03L7VQB7"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10000199,10000199,"{""id"" : 10000199, ""vpn_code"" : ""10000199"", ""name"" : ""BDMV"", ""vpn_id_sip"" : ""10000199"", ""customer_reference"" : ""CD02MW8AF3"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD02MW8AF3"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
10001158,10001158,"{""id"" : 10001158, ""vpn_code"" : ""10001158"", ""name"" : ""MAIRIEBELZ"", ""vpn_id_sip"" : ""10001158"", ""customer_reference"" : ""CD04UZ56D1"", ""forced_onnet"" : false, ""private_prefix_length"" : 2, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD04UZ56D1"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BTIP"", ""state"" : ""OPENED""}"
3933,3933,"{""id"" : 3933, ""vpn_code"" : ""3933"", ""name"" : ""TEDDY(Transpac)"", ""vpn_id_sip"" : ""3933"", ""customer_reference"" : ""51891"", ""forced_onnet"" : true, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD00MDTMBD"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
3411,3411,"{""id"" : 3411, ""vpn_code"" : ""3411"", ""name"" : ""SACSO-RAFFALLI(Transpac)"", ""vpn_id_sip"" : ""3411"", ""customer_reference"" : ""673654"", ""forced_onnet"" : true, ""private_prefix_length"" : 3, ""offnet_via_bcr_allowed"" : true, ""it_key"" : ""CD0128JFAC"", ""customer_index_for_billing"" : null, ""hk_master"" : ""HOOKAH"", ""hk_redirect_percentage"" : 0, ""partition_right"" : ""BT"", ""state"" : ""OPENED""}"
