vpn_code,id,data
10004576,54912,"{""id"" : 54912, ""hkh_nr_id"" : ""54912"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394102"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394102"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54913,"{""id"" : 54913, ""hkh_nr_id"" : ""54913"", ""vpn_id"" : 10004576, ""public_number"" : ""33140694195"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140694195"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004949,55510,"{""id"" : 55510, ""hkh_nr_id"" : ""55510"", ""vpn_id"" : 10004949, ""public_number"" : ""33298291767"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33298291767"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004949,55526,"{""id"" : 55526, ""hkh_nr_id"" : ""55526"", ""vpn_id"" : 10004949, ""public_number"" : ""33298292644"", ""global_call_limiter"" : 10, ""no_answer_timeout"" : 20000, ""label"" : ""33298292644"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004958,55548,"{""id"" : 55548, ""hkh_nr_id"" : ""55548"", ""vpn_id"" : 10004958, ""public_number"" : ""33238143072"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""IRSAP 33238143072"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004553,54842,"{""id"" : 54842, ""hkh_nr_id"" : ""54842"", ""vpn_id"" : 10004553, ""public_number"" : ""33478547603"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""+33478547603"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004593,54863,"{""id"" : 54863, ""hkh_nr_id"" : ""54863"", ""vpn_id"" : 10004593, ""public_number"" : ""33670771624"", ""global_call_limiter"" : 2, ""no_answer_timeout"" : 20000, ""label"" : ""33670771624"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004425,54887,"{""id"" : 54887, ""hkh_nr_id"" : ""54887"", ""vpn_id"" : 10004425, ""public_number"" : ""33327738318"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""Test SOFRATEL"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54914,"{""id"" : 54914, ""hkh_nr_id"" : ""54914"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394103"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394103"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54915,"{""id"" : 54915, ""hkh_nr_id"" : ""54915"", ""vpn_id"" : 10004576, ""public_number"" : ""33140694139"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140694139"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54916,"{""id"" : 54916, ""hkh_nr_id"" : ""54916"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394104"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394104"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54918,"{""id"" : 54918, ""hkh_nr_id"" : ""54918"", ""vpn_id"" : 10004576, ""public_number"" : ""33140694059"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140694059"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54919,"{""id"" : 54919, ""hkh_nr_id"" : ""54919"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394120"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394120"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54921,"{""id"" : 54921, ""hkh_nr_id"" : ""54921"", ""vpn_id"" : 10004576, ""public_number"" : ""33545903634"", ""global_call_limiter"" : 4, ""no_answer_timeout"" : 20000, ""label"" : ""33545903634"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54922,"{""id"" : 54922, ""hkh_nr_id"" : ""54922"", ""vpn_id"" : 10004576, ""public_number"" : ""33545907984"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545907984"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54927,"{""id"" : 54927, ""hkh_nr_id"" : ""54927"", ""vpn_id"" : 10004576, ""public_number"" : ""33545907985"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545907985"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54929,"{""id"" : 54929, ""hkh_nr_id"" : ""54929"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394105"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394105"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54931,"{""id"" : 54931, ""hkh_nr_id"" : ""54931"", ""vpn_id"" : 10004576, ""public_number"" : ""33150500205"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33150500205"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54935,"{""id"" : 54935, ""hkh_nr_id"" : ""54935"", ""vpn_id"" : 10004576, ""public_number"" : ""33140694064"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140694064"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54937,"{""id"" : 54937, ""hkh_nr_id"" : ""54937"", ""vpn_id"" : 10004576, ""public_number"" : ""33140644037"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140644037"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54938,"{""id"" : 54938, ""hkh_nr_id"" : ""54938"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394109"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394109"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54939,"{""id"" : 54939, ""hkh_nr_id"" : ""54939"", ""vpn_id"" : 10004576, ""public_number"" : ""33140694042"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140694042"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54942,"{""id"" : 54942, ""hkh_nr_id"" : ""54942"", ""vpn_id"" : 10004576, ""public_number"" : ""33140694057"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140694057"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54943,"{""id"" : 54943, ""hkh_nr_id"" : ""54943"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394111"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394111"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54945,"{""id"" : 54945, ""hkh_nr_id"" : ""54945"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394112"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394112"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54946,"{""id"" : 54946, ""hkh_nr_id"" : ""54946"", ""vpn_id"" : 10004576, ""public_number"" : ""33140694085"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140694085"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54948,"{""id"" : 54948, ""hkh_nr_id"" : ""54948"", ""vpn_id"" : 10004576, ""public_number"" : ""33140694055"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140694055"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54950,"{""id"" : 54950, ""hkh_nr_id"" : ""54950"", ""vpn_id"" : 10004576, ""public_number"" : ""33140694056"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140694056"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54951,"{""id"" : 54951, ""hkh_nr_id"" : ""54951"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394115"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394115"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54952,"{""id"" : 54952, ""hkh_nr_id"" : ""54952"", ""vpn_id"" : 10004576, ""public_number"" : ""33140694053"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140694053"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54953,"{""id"" : 54953, ""hkh_nr_id"" : ""54953"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394116"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394116"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54955,"{""id"" : 54955, ""hkh_nr_id"" : ""54955"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394117"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394117"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54956,"{""id"" : 54956, ""hkh_nr_id"" : ""54956"", ""vpn_id"" : 10004576, ""public_number"" : ""33140694097"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33140694097"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54957,"{""id"" : 54957, ""hkh_nr_id"" : ""54957"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394118"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394118"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10003860,54864,"{""id"" : 54864, ""hkh_nr_id"" : ""54864"", ""vpn_id"" : 10003860, ""public_number"" : ""33607080910"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""site 2"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10003728,54886,"{""id"" : 54886, ""hkh_nr_id"" : ""54886"", ""vpn_id"" : 10003728, ""public_number"" : ""441234567892"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""NRI_BT"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
10004576,54891,"{""id"" : 54891, ""hkh_nr_id"" : ""54891"", ""vpn_id"" : 10004576, ""public_number"" : ""33545394121"", ""global_call_limiter"" : 100, ""no_answer_timeout"" : 20000, ""label"" : ""33545394121"", ""possibility"" : ""SAN_LEVEL"", ""uui"" : ""SAN_LEVEL"", ""spn_mode"" : ""DEFAULT"", ""call_transfer_mode"" : ""NO_DELAYED_OFFER"", ""int_dc"" : ""B"", ""header_list"" : []}"
